id,time
1,43.558082
2,43.711773
3,43.736168
4,43.797399
5,43.834457
6,43.856519
7,43.854939
8,43.883405
9,43.886542
10,43.926976

11,43.963774
12,44.05997
13,43.979937
14,44.035659
15,43.97669
16,44.005856
17,44.075914
18,44.014282
19,44.008052
20,43.981793
