Linux 5.15.0-119-generic (node1) 	05/16/2025 	_x86_64_	(64 CPU)

08:30:10 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:30:11 PM     0   2258328   71.00   30.00    0.00    0.00  101.00    33  python
08:30:12 PM     0   2258328   63.00   37.00    0.00    0.00  100.00    33  python
08:30:13 PM     0   2258328   61.00   39.00    0.00    0.00  100.00    33  python
08:30:14 PM     0   2258328  100.00    2.00    0.00    0.00  102.00    33  python
08:30:15 PM     0   2258328  100.00    0.00    0.00    0.00  100.00    33  python
08:30:16 PM     0   2258328  100.00    1.00    0.00    0.00  101.00    33  python
08:30:17 PM     0   2258328   62.00   40.00    0.00    0.00  102.00    33  python
