Linux 5.15.0-119-generic (node1) 	05/07/2025 	_x86_64_	(64 CPU)

01:31:36 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:31:37 PM     0   1338629  83798.00      0.00 34041760 7002772   2.65  python
01:31:38 PM     0   1338629  73436.00      0.00 29378308 1952208   0.74  python
01:31:39 PM     0   1338629 162614.00      0.00 31557276 1303456   0.49  python
01:31:40 PM     0   1338629   6303.00      0.00 31589024 1330892   0.50  python
01:31:41 PM     0   1338629     14.00      0.00 31589024 1330892   0.50  python
01:31:42 PM     0   1338629    344.00      0.00 31589024 1330932   0.50  python
01:31:43 PM     0   1338629    533.00      0.00 31589024 1330936   0.50  python
01:31:44 PM     0   1338629    773.00      0.00 31589024 1330944   0.50  python
01:31:45 PM     0   1338629   1003.00      0.00 31589024 1330952   0.50  python
01:31:46 PM     0   1338629    167.00      0.00 31589024 1330964   0.50  python
01:31:47 PM     0   1338629     83.00      0.00 31589024 1330964   0.50  python
01:31:48 PM     0   1338629    559.00      0.00 31589024 1330964   0.50  python
01:31:49 PM     0   1338629  85899.00      0.00 31553796 1328644   0.50  python
