Linux 5.15.0-119-generic (node1) 	05/07/2025 	_x86_64_	(64 CPU)

05:16:34 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:16:35 PM     0   1945184    6.00    0.00    0.00    0.00    6.00    36  python
05:16:36 PM     0   1945184    3.00    3.00    0.00    0.00    6.00    36  python
05:16:37 PM     0   1945184    3.00    2.00    0.00    0.00    5.00    36  python
05:16:38 PM     0   1945184    4.00    1.00    0.00    0.00    5.00    36  python
05:16:39 PM     0   1945184    5.00    2.00    0.00    0.00    7.00    36  python
05:16:40 PM     0   1945184    3.00    2.00    0.00    0.00    5.00    36  python
05:16:41 PM     0   1945184    3.00    3.00    0.00    0.00    6.00    36  python
05:16:42 PM     0   1945184    6.00    2.00    0.00    0.00    8.00    36  python
05:16:43 PM     0   1945184    3.00    2.00    0.00    0.00    5.00    36  python
05:16:44 PM     0   1945184    2.00    4.00    0.00    0.00    6.00    36  python
05:16:45 PM     0   1945184    5.00    2.00    0.00    0.00    7.00    36  python
05:16:46 PM     0   1945184    5.00    1.00    0.00    0.00    6.00    36  python
05:16:47 PM     0   1945184    5.00    1.00    0.00    0.00    6.00    36  python
05:16:48 PM     0   1945184    3.00    3.00    0.00    0.00    6.00    36  python
