Linux 5.15.0-119-generic (node1) 	05/07/2025 	_x86_64_	(64 CPU)

01:36:17 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:36:18 PM     0   1350662   69.00   28.00    0.00    0.00   97.00    63  python
01:36:19 PM     0   1350662   82.00   17.00    0.00    0.00   99.00    63  python
01:36:20 PM     0   1350662   70.00   31.00    0.00    0.00  101.00    63  python
01:36:21 PM     0   1350662   62.00   38.00    0.00    0.00  100.00    63  python
01:36:22 PM     0   1350662  100.00    0.00    0.00    0.00  100.00    63  python
01:36:23 PM     0   1350662  100.00    1.00    0.00    0.00  101.00    63  python
01:36:24 PM     0   1350662   99.00    1.00    0.00    0.00  100.00    63  python
01:36:25 PM     0   1350662  100.00    0.00    0.00    0.00  100.00    63  python
01:36:26 PM     0   1350662   99.00    1.00    0.00    0.00  100.00    63  python
01:36:27 PM     0   1350662   99.00    2.00    0.00    0.00  101.00    63  python
01:36:28 PM     0   1350662  100.00    0.00    0.00    0.00  100.00    63  python
01:36:29 PM     0   1350662  100.00    0.00    0.00    0.00  100.00    63  python
01:36:30 PM     0   1350662  100.00    1.00    0.00    0.00  101.00    63  python
