Linux 5.15.0-119-generic (node1) 	05/07/2025 	_x86_64_	(64 CPU)

01:30:57 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:30:58 PM     0   1337416  74604.00      0.00 31846156 4953016   1.88  python
01:30:59 PM     0   1337416  84653.00      0.00 37712024 10363156   3.93  python
01:31:00 PM     0   1337416 112599.00      0.00 28790440 1004060   0.38  python
01:31:01 PM     0   1337416  77287.00      0.00 31589020 1330512   0.50  python
01:31:02 PM     0   1337416      8.00      0.00 31589020 1330512   0.50  python
01:31:03 PM     0   1337416    341.00      0.00 31589020 1330520   0.50  python
01:31:04 PM     0   1337416    529.00      0.00 31589020 1330520   0.50  python
01:31:05 PM     0   1337416    791.00      0.00 31589020 1330520   0.50  python
01:31:06 PM     0   1337416    214.00      0.00 31589020 1330528   0.50  python
01:31:07 PM     0   1337416    934.00      0.00 31589020 1330540   0.50  python
01:31:08 PM     0   1337416      9.00      0.00 31589020 1330540   0.50  python
01:31:09 PM     0   1337416      9.00      0.00 31589020 1330540   0.50  python
01:31:10 PM     0   1337416  56493.00      0.00 31590396 1329912   0.50  python
