Linux 5.15.0-119-generic (node1) 	05/07/2025 	_x86_64_	(64 CPU)

05:16:17 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:16:18 PM     0   1943240    3.00    2.00    0.00    0.00    5.00    32  python
05:16:19 PM     0   1943240    4.00    3.00    0.00    0.00    7.00    32  python
05:16:20 PM     0   1943240    4.00    2.00    0.00    0.00    6.00    32  python
05:16:21 PM     0   1943240    5.00    1.00    0.00    0.00    6.00    32  python
05:16:22 PM     0   1943240    4.00    2.00    0.00    0.00    6.00    32  python
05:16:23 PM     0   1943240    3.00    5.00    0.00    0.00    8.00    32  python
05:16:24 PM     0   1943240    3.00    2.00    0.00    0.00    5.00    32  python
05:16:25 PM     0   1943240    4.00    3.00    0.00    0.00    7.00    32  python
05:16:26 PM     0   1943240    4.00    2.00    0.00    0.00    6.00    32  python
05:16:27 PM     0   1943240    2.00    4.00    0.00    0.00    6.00    32  python
05:16:28 PM     0   1943240    5.00    1.00    0.00    0.00    6.00    32  python
05:16:29 PM     0   1943240    4.00    2.00    0.00    0.00    6.00    32  python
05:16:30 PM     0   1943240    3.00    3.00    0.00    0.00    6.00    32  python
05:16:31 PM     0   1943240    4.00    2.00    0.00    0.00    6.00    32  python
05:16:32 PM     0   1943240    4.00    3.00    0.00    0.00    7.00    32  python
