Linux 5.15.0-119-generic (node1) 	05/16/2025 	_x86_64_	(64 CPU)

07:55:55 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:55:56 PM     0   2213627    1.00    3.00    0.00    0.00    4.00    32  python
07:55:57 PM     0   2213627    0.00    0.00    0.00    0.00    0.00    32  python
07:55:58 PM     0   2213627    1.00    0.00    0.00    0.00    1.00    32  python
07:55:59 PM     0   2213627    0.00    0.00    0.00    0.00    0.00     4  python
07:56:00 PM     0   2213627   25.00    5.00    0.00    0.00   30.00    32  python
07:56:01 PM     0   2213627   67.00   34.00    0.00    0.00  101.00    32  python
07:56:02 PM     0   2213627   72.00   28.00    0.00    0.00  100.00    32  python
07:56:03 PM     0   2213627   52.00   49.00    0.00    0.00  101.00    32  python
07:56:04 PM     0   2213627   78.00   22.00    0.00    0.00  100.00    32  python
07:56:05 PM     0   2213627  100.00    1.00    0.00    0.00  101.00    32  python
07:56:06 PM     0   2213627  100.00    0.00    0.00    0.00  100.00    32  python
07:56:07 PM     0   2213627   94.00    5.00    0.00    0.00   99.00    32  python
