Linux 5.15.0-119-generic (node1) 	05/07/2025 	_x86_64_	(64 CPU)

01:34:43 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:34:44 PM     0   1345842  83954.00      0.00 33878980 6779472   2.57  python
01:34:45 PM     0   1345842  73667.00      0.00 29149992 1745676   0.66  python
01:34:46 PM     0   1345842 164844.00      0.00 31353280 1298016   0.49  python
01:34:47 PM     0   1345842   7800.00      0.00 32179916 1331216   0.50  python
01:34:48 PM     0   1345842     57.00      0.00 32179916 1331300   0.50  python
01:34:49 PM     0   1345842    413.00      0.00 32179916 1331308   0.50  python
01:34:50 PM     0   1345842    949.00      0.00 32179916 1331392   0.50  python
01:34:51 PM     0   1345842     43.00      0.00 32179916 1331372   0.50  python
01:34:52 PM     0   1345842    807.00      0.00 32179916 1331372   0.50  python
01:34:53 PM     0   1345842    277.00      0.00 32179916 1331424   0.50  python
01:34:54 PM     0   1345842     44.00      0.00 32179916 1331436   0.50  python
01:34:55 PM     0   1345842    174.00      0.00 32179916 1331456   0.50  python
01:34:56 PM     0   1345842  51902.00      0.00 32140328 1330800   0.50  python
