Linux 5.15.0-119-generic (node1) 	05/07/2025 	_x86_64_	(64 CPU)

01:34:23 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:34:24 PM     0   1344851  56126.00      0.00 30175872 3416336   1.30  python
01:34:25 PM     0   1344851  84928.00      0.00 36008972 8838920   3.35  python
01:34:26 PM     0   1344851  75107.00      0.00 31476724 3896648   1.48  python
01:34:27 PM     0   1344851 138870.00      0.00 32179920 1331420   0.50  python
01:34:28 PM     0   1344851    195.00      0.00 32179920 1331560   0.50  python
01:34:29 PM     0   1344851    407.00      0.00 32179920 1331660   0.50  python
01:34:30 PM     0   1344851     46.00      0.00 32179920 1331652   0.50  python
01:34:31 PM     0   1344851    959.00      0.00 32179920 1331704   0.50  python
01:34:32 PM     0   1344851     46.00      0.00 32179920 1331712   0.50  python
01:34:33 PM     0   1344851    977.00      0.00 32179920 1331768   0.50  python
01:34:34 PM     0   1344851     87.00      0.00 32179920 1331772   0.50  python
01:34:35 PM     0   1344851     37.00      0.00 32179920 1331748   0.50  python
01:34:36 PM     0   1344851    168.00      0.00 32179920 1331740   0.50  python
01:34:37 PM     0   1344851  66589.00      0.00 32135204 1340396   0.51  python
