Linux 5.15.0-119-generic (node1) 	05/16/2025 	_x86_64_	(64 CPU)

07:55:55 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:55:56 PM     0   2213627   3318.00      0.00 9064280  635588   0.24  python
07:55:57 PM     0   2213627     25.00      0.00 9064280  635672   0.24  python
07:55:58 PM     0   2213627      4.00      0.00 9064280  635672   0.24  python
07:55:59 PM     0   2213627     12.00      0.00 9064280  635672   0.24  python
07:56:00 PM     0   2213627  27863.00      0.00 32136456  677368   0.26  python
07:56:01 PM     0   2213627  78099.00      0.00 31380152 4327296   1.64  python
07:56:02 PM     0   2213627  97105.00      0.00 37967048 7767316   2.94  python
07:56:03 PM     0   2213627 112887.00      0.00 29191556 1023800   0.39  python
07:56:04 PM     0   2213627  74242.00      0.00 37043204 1328124   0.50  python
07:56:05 PM     0   2213627    585.00      0.00 37043204 1328152   0.50  python
07:56:06 PM     0   2213627   1410.00      0.00 37043204 1328176   0.50  python
07:56:07 PM     0   2213627  40689.00      0.00 37043272 1328136   0.50  python
