timestamp,cpu_usage,cpu_power_draw,dram_usage,dram_power_draw,gpu_name,gpu_index,gpu_power_draw,utilization_gpu,utilization_memory,pcie_link_gen_current,pcie_link_width_current,temperature_gpu,temperature_memory,clocks_gr,clocks_mem,clocks_sm
2025-03-29 17:54:18.1,100.00 %,608.61 W,13.10 %,35.50 W,NVIDIA RTX A6000,1,34.07 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:54:18.1,100.00 %,608.61 W,13.10 %,35.50 W,NVIDIA RTX A6000,2,9.48 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:18.1,100.00 %,608.61 W,13.10 %,35.50 W,NVIDIA RTX A6000,3,8.54 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:23.1,100.00 %,546.33 W,13.10 %,34.02 W,NVIDIA RTX A6000,0,54.60 W,0 %,0 %,4,4,47 °C,N/A,1380 MHz,7600 MHz,1380 MHz
2025-03-29 17:54:23.1,100.00 %,546.33 W,13.10 %,34.02 W,NVIDIA RTX A6000,1,33.99 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:54:23.1,100.00 %,546.33 W,13.10 %,34.02 W,NVIDIA RTX A6000,2,8.97 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:23.1,100.00 %,546.33 W,13.10 %,34.02 W,NVIDIA RTX A6000,3,8.91 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:28.1,100.00 %,537.13 W,13.10 %,37.28 W,NVIDIA RTX A6000,0,54.70 W,0 %,0 %,4,4,47 °C,N/A,1380 MHz,7600 MHz,1380 MHz
2025-03-29 17:54:28.1,100.00 %,537.13 W,13.10 %,37.28 W,NVIDIA RTX A6000,1,34.07 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:54:28.1,100.00 %,537.13 W,13.10 %,37.28 W,NVIDIA RTX A6000,2,9.76 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:28.1,100.00 %,537.13 W,13.10 %,37.28 W,NVIDIA RTX A6000,3,9.10 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:33.1,100.00 %,441.57 W,13.10 %,26.47 W,NVIDIA RTX A6000,0,54.82 W,0 %,0 %,4,4,47 °C,N/A,1380 MHz,7600 MHz,1380 MHz
2025-03-29 17:54:33.1,100.00 %,441.57 W,13.10 %,26.47 W,NVIDIA RTX A6000,1,33.92 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:54:33.1,100.00 %,441.57 W,13.10 %,26.47 W,NVIDIA RTX A6000,2,8.62 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:33.1,100.00 %,441.57 W,13.10 %,26.47 W,NVIDIA RTX A6000,3,8.60 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:38.1,100.00 %,409.54 W,13.10 %,31.34 W,NVIDIA RTX A6000,0,54.79 W,0 %,0 %,4,4,47 °C,N/A,1380 MHz,7600 MHz,1380 MHz
2025-03-29 17:54:38.1,100.00 %,409.54 W,13.10 %,31.34 W,NVIDIA RTX A6000,1,34.10 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:54:38.1,100.00 %,409.54 W,13.10 %,31.34 W,NVIDIA RTX A6000,2,9.07 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:38.1,100.00 %,409.54 W,13.10 %,31.34 W,NVIDIA RTX A6000,3,8.64 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:43.1,100.00 %,463.64 W,13.10 %,34.21 W,NVIDIA RTX A6000,0,54.91 W,0 %,0 %,4,4,47 °C,N/A,1380 MHz,7600 MHz,1380 MHz
2025-03-29 17:54:43.1,100.00 %,463.64 W,13.10 %,34.21 W,NVIDIA RTX A6000,1,33.88 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:54:43.1,100.00 %,463.64 W,13.10 %,34.21 W,NVIDIA RTX A6000,2,8.30 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:43.1,100.00 %,463.64 W,13.10 %,34.21 W,NVIDIA RTX A6000,3,8.17 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:48.1,100.00 %,438.62 W,13.10 %,31.50 W,NVIDIA RTX A6000,0,55.01 W,0 %,0 %,4,4,47 °C,N/A,1380 MHz,7600 MHz,1380 MHz
2025-03-29 17:54:48.1,100.00 %,438.62 W,13.10 %,31.50 W,NVIDIA RTX A6000,1,34.15 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:54:48.1,100.00 %,438.62 W,13.10 %,31.50 W,NVIDIA RTX A6000,2,9.28 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:48.1,100.00 %,438.62 W,13.10 %,31.50 W,NVIDIA RTX A6000,3,8.89 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:53.1,100.00 %,442.54 W,13.10 %,39.04 W,NVIDIA RTX A6000,0,54.90 W,0 %,0 %,4,4,47 °C,N/A,1380 MHz,7600 MHz,1380 MHz
2025-03-29 17:54:53.1,100.00 %,442.54 W,13.10 %,39.04 W,NVIDIA RTX A6000,1,33.97 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:54:53.1,100.00 %,442.54 W,13.10 %,39.04 W,NVIDIA RTX A6000,2,7.76 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:54:53.1,100.00 %,442.54 W,13.10 %,39.04 W,NVIDIA RTX A6000,3,8.09 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
