timestamp,cpu_usage,cpu_power_draw,dram_usage,dram_power_draw,gpu_name,gpu_index,gpu_power_draw,utilization_gpu,utilization_memory,pcie_link_gen_current,pcie_link_width_current,temperature_gpu,temperature_memory,clocks_gr,clocks_mem,clocks_sm
2025-03-29 17:30:03.0,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,7.86 W,0 %,12 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:08.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.25 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:30:08.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.81 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:30:08.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,8.20 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:08.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,8.51 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:13.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.37 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:30:13.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.84 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:30:13.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,7.50 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:13.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,7.72 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:18.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.42 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:30:18.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.98 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:30:18.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,8.16 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:18.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,8.41 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:23.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.43 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:30:23.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.78 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:30:23.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,7.28 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:23.1,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,7.64 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:28.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,0,31.31 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:30:28.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,1,33.96 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:30:28.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,2,8.57 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:28.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,3,8.56 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:33.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,0,31.35 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:30:33.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,1,33.69 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:30:33.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,2,7.26 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:33.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,3,7.61 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:38.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,0,31.41 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:30:38.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,1,33.87 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:30:38.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,2,8.31 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:38.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,3,8.61 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:43.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,0,31.36 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:30:43.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,1,33.79 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:30:43.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,2,7.34 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:43.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,3,7.59 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:48.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,0,31.37 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:30:48.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,1,33.85 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:30:48.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,2,8.29 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:48.1,100.00 %,N/A,12.90 %,N/A,NVIDIA RTX A6000,3,8.27 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:57.8,99.70 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.14 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:30:57.8,99.70 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.69 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:30:57.8,99.70 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,8.31 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:30:57.8,99.70 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,7.54 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:02.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.23 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:31:02.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.75 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:31:02.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,7.48 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:02.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,7.58 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:07.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.40 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:31:07.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.89 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:31:07.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,8.21 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:07.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,7.55 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:12.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.31 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:31:12.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.85 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:31:12.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,7.24 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:12.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,7.65 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:17.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.27 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:31:17.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.85 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:31:17.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,8.26 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:17.8,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,8.15 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:22.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.42 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:31:22.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.84 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:31:22.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,7.43 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:22.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,7.55 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:27.9,99.70 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.34 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:31:27.9,99.70 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.91 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:31:27.9,99.70 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,8.27 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:27.9,99.70 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,7.58 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:32.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.22 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:31:32.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.79 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:31:32.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,7.34 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:32.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,7.59 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:37.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.48 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:31:37.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.92 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:31:37.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,8.20 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:37.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,8.20 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:42.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.29 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:31:42.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.80 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:31:42.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,7.28 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:42.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,7.64 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:47.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.35 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:31:47.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.94 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:31:47.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,8.14 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:47.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,8.13 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:52.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.24 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:31:52.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.89 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:31:52.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,7.43 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:52.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,7.63 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:57.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.57 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:31:57.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.77 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:31:57.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,7.99 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:31:57.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,8.05 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:32:02.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.46 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:32:02.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.85 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:32:02.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,7.39 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:32:02.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,7.95 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:32:07.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.40 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:32:07.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,34.15 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:32:07.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,8.26 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:32:07.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,8.31 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:32:12.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.34 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:32:12.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.88 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:32:12.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,7.57 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:32:12.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,7.69 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:32:17.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.43 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:32:17.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.95 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:32:17.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,8.38 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:32:17.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,8.20 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:32:22.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.87 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:32:22.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,34.12 W,0 %,0 %,4,4,37 °C,N/A,1425 MHz,7600 MHz,1425 MHz
2025-03-29 17:32:22.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,8.23 W,0 %,0 %,2,4,30 °C,N/A,0 MHz,810 MHz,0 MHz
2025-03-29 17:32:22.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,8.29 W,0 %,0 %,2,4,28 °C,N/A,0 MHz,810 MHz,0 MHz
2025-03-29 17:32:27.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,0,31.50 W,0 %,0 %,2,4,40 °C,N/A,1380 MHz,810 MHz,1380 MHz
2025-03-29 17:32:27.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,1,33.97 W,0 %,0 %,2,4,36 °C,N/A,1425 MHz,810 MHz,1425 MHz
2025-03-29 17:32:27.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,2,8.57 W,0 %,0 %,1,4,30 °C,N/A,0 MHz,405 MHz,0 MHz
2025-03-29 17:32:27.9,100.00 %,N/A,13.00 %,N/A,NVIDIA RTX A6000,3,8.49 W,0 %,0 %,1,4,28 °C,N/A,0 MHz,405 MHz,0 MHz
