Linux 5.15.0-119-generic (node1) 	05/07/2025 	_x86_64_	(64 CPU)

05:15:12 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:15:13 PM     0   1935684   35.00    6.00    0.00    0.00   41.00     2  python
05:15:14 PM     0   1935684    4.00    2.00    0.00    0.00    6.00     2  python
05:15:15 PM     0   1935684    5.00    1.00    0.00    0.00    6.00     2  python
05:15:16 PM     0   1935684    5.00    0.00    0.00    0.00    5.00     2  python
05:15:17 PM     0   1935684    4.00    3.00    0.00    0.00    7.00     2  python
05:15:18 PM     0   1935684    3.00    2.00    0.00    0.00    5.00     2  python
05:15:19 PM     0   1935684    3.00    2.00    0.00    0.00    5.00     2  python
05:15:20 PM     0   1935684    4.00    3.00    0.00    0.00    7.00     2  python
05:15:21 PM     0   1935684    4.00    2.00    0.00    0.00    6.00     2  python
05:15:22 PM     0   1935684    6.00    1.00    0.00    0.00    7.00     2  python
05:15:23 PM     0   1935684    4.00    3.00    0.00    0.00    7.00     2  python
05:15:24 PM     0   1935684    2.00    4.00    0.00    0.00    6.00     2  python
05:15:25 PM     0   1935684    5.00    3.00    0.00    0.00    8.00     2  python
05:15:26 PM     0   1935684    4.00    2.00    0.00    0.00    6.00     2  python
05:15:27 PM     0   1935684    3.00    4.00    0.00    0.00    7.00     2  python
