Linux 5.15.0-119-generic (node1) 	05/07/2025 	_x86_64_	(64 CPU)

01:33:27 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:33:28 PM     0   1342297  84199.00      0.00 32763652 5813212   2.20  python
01:33:29 PM     0   1342297  73459.00      0.00 37810320  958708   0.36  python
01:33:30 PM     0   1342297 157170.00      0.00 29007600 1200380   0.46  python
01:33:31 PM     0   1342297  30346.00      0.00 31589020 1330044   0.50  python
01:33:32 PM     0   1342297     13.00      0.00 31589020 1330044   0.50  python
01:33:33 PM     0   1342297    343.00      0.00 31589020 1330056   0.50  python
01:33:34 PM     0   1342297    535.00      0.00 31589020 1330056   0.50  python
01:33:35 PM     0   1342297    776.00      0.00 31589020 1330060   0.50  python
01:33:36 PM     0   1342297    223.00      0.00 31589020 1330064   0.50  python
01:33:37 PM     0   1342297    693.00      0.00 31589020 1330080   0.50  python
01:33:38 PM     0   1342297      9.00      0.00 31589020 1330080   0.50  python
01:33:39 PM     0   1342297    657.00      0.00 31589020 1330080   0.50  python
01:33:40 PM     0   1342297  68804.00      0.00 31586292 1339552   0.51  python
