Linux 5.15.0-119-generic (node1) 	05/07/2025 	_x86_64_	(64 CPU)

05:17:22 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:17:23 PM     0   1950864    4.00    1.00    0.00    0.00    5.00    39  python
05:17:24 PM     0   1950864    4.00    2.00    0.00    0.00    6.00    39  python
05:17:25 PM     0   1950864    4.00    2.00    0.00    0.00    6.00    39  python
05:17:26 PM     0   1950864    2.00    3.00    0.00    0.00    5.00    39  python
05:17:27 PM     0   1950864    3.00    2.00    0.00    0.00    5.00    39  python
05:17:28 PM     0   1950864    4.00    1.00    0.00    0.00    5.00    39  python
05:17:29 PM     0   1950864    5.00    1.00    0.00    0.00    6.00    39  python
05:17:30 PM     0   1950864    3.00    2.00    0.00    0.00    5.00    39  python
05:17:31 PM     0   1950864    3.00    2.00    0.00    0.00    5.00    39  python
05:17:32 PM     0   1950864    5.00    1.00    0.00    0.00    6.00    39  python
05:17:33 PM     0   1950864    3.00    1.00    0.00    0.00    4.00    39  python
05:17:34 PM     0   1950864    4.00    2.00    0.00    0.00    6.00    39  python
05:17:35 PM     0   1950864    4.00    2.00    0.00    0.00    6.00    39  python
05:17:36 PM     0   1950864    2.00    2.00    0.00    0.00    4.00    39  python
