Linux 5.15.0-119-generic (node1) 	05/07/2025 	_x86_64_	(64 CPU)

01:34:43 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:34:44 PM     0   1345842   80.20   17.82    0.00    0.00   98.02    63  python
01:34:45 PM     0   1345842   76.00   24.00    0.00    0.00  100.00    63  python
01:34:46 PM     0   1345842   60.00   39.00    0.00    0.00   99.00    63  python
01:34:47 PM     0   1345842   92.00    9.00    0.00    0.00  101.00    63  python
01:34:48 PM     0   1345842  100.00    1.00    0.00    0.00  101.00    63  python
01:34:49 PM     0   1345842  100.00    0.00    0.00    0.00  100.00    63  python
01:34:50 PM     0   1345842  100.00    0.00    0.00    0.00  100.00    63  python
01:34:51 PM     0   1345842   98.00    2.00    0.00    0.00  100.00    63  python
01:34:52 PM     0   1345842   99.00    1.00    0.00    0.00  100.00    63  python
01:34:53 PM     0   1345842  101.00    0.00    0.00    0.00  101.00    63  python
01:34:54 PM     0   1345842   99.00    1.00    0.00    0.00  100.00    63  python
01:34:55 PM     0   1345842  100.00    1.00    0.00    0.00  101.00    63  python
01:34:56 PM     0   1345842   90.00    4.00    0.00    0.00   94.00    63  python
