Linux 5.15.0-119-generic (node1) 	05/07/2025 	_x86_64_	(64 CPU)

01:35:01 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:35:02 PM     0   1346748  50522.00      0.00 30143144 3316036   1.26  python
01:35:03 PM     0   1346748  84953.00      0.00 35910708 8740600   3.31  python
01:35:04 PM     0   1346748  74791.00      0.00 31378328 3775096   1.43  python
01:35:05 PM     0   1346748 141434.00      0.00 32179916 1332192   0.51  python
01:35:06 PM     0   1346748    354.00      0.00 32179916 1332452   0.51  python
01:35:07 PM     0   1346748    190.00      0.00 32179916 1332460   0.51  python
01:35:08 PM     0   1346748    639.00      0.00 32179916 1332472   0.51  python
01:35:09 PM     0   1346748    311.00      0.00 32179916 1332552   0.51  python
01:35:10 PM     0   1346748     34.00      0.00 32179916 1332528   0.51  python
01:35:11 PM     0   1346748   1138.00      0.00 32179916 1332580   0.51  python
01:35:12 PM     0   1346748    104.00      0.00 32179916 1332580   0.51  python
01:35:13 PM     0   1346748     37.00      0.00 32179916 1332576   0.51  python
01:35:14 PM     0   1346748    206.00      0.00 32179916 1332576   0.51  python
01:35:15 PM     0   1346748  79339.00      0.00 32205864 1332104   0.51  python
