Linux 5.15.0-119-generic (node1) 	05/16/2025 	_x86_64_	(64 CPU)

07:56:32 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:56:33 PM     0   2214919   3205.00      0.00 9064276  634124   0.24  python
07:56:34 PM     0   2214919     10.00      0.00 9064276  634124   0.24  python
07:56:35 PM     0   2214919      4.00      0.00 9064276  634124   0.24  python
07:56:36 PM     0   2214919     34.00      0.00 9064276  634124   0.24  python
07:56:37 PM     0   2214919    238.00      0.00 9064276  634760   0.24  python
07:56:38 PM     0   2214919  14192.00      0.00 32137484  677176   0.26  python
07:56:39 PM     0   2214919  57964.00      0.00 30627484 3708144   1.41  python
07:56:40 PM     0   2214919  80128.00      0.00 36165672 8829760   3.35  python
07:56:41 PM     0   2214919  64210.00      0.00 30846860 3192912   1.21  python
07:56:42 PM     0   2214919 143302.00      0.00 37023436 1307508   0.50  python
07:56:43 PM     0   2214919   4673.00      0.00 37044228 1327560   0.50  python
07:56:44 PM     0   2214919    621.00      0.00 37044228 1327592   0.50  python
07:56:45 PM     0   2214919   1214.00      0.00 37044228 1327592   0.50  python
07:56:46 PM     0   2214919  68003.00      0.00 37006820 1323628   0.50  python
