Linux 5.15.0-119-generic (node1) 	05/16/2025 	_x86_64_	(64 CPU)

07:57:10 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:57:11 PM     0   2216212      0.00      0.00 9047580  620324   0.24  python
07:57:12 PM     0   2216212   3510.00      0.00 9064280  634504   0.24  python
07:57:13 PM     0   2216212     33.00      0.00 9064280  634536   0.24  python
07:57:14 PM     0   2216212      4.00      0.00 9064280  634536   0.24  python
07:57:15 PM     0   2216212    103.00      0.00 9064280  634900   0.24  python
07:57:16 PM     0   2216212  15280.00      0.00 35554720  679776   0.26  python
07:57:17 PM     0   2216212  81353.00      0.00 32232216 5126552   1.94  python
07:57:18 PM     0   2216212  84546.00      0.00 28257024  786872   0.30  python
07:57:19 PM     0   2216212 162040.00      0.00 29416388 1221360   0.46  python
07:57:20 PM     0   2216212  24436.00      0.00 37043204 1326336   0.50  python
07:57:21 PM     0   2216212    468.00      0.00 37043204 1326476   0.50  python
07:57:22 PM     0   2216212     82.00      0.00 37043204 1326492   0.50  python
07:57:23 PM     0   2216212  43756.00      0.00 37043416 1326684   0.50  python
