Linux 5.15.0-119-generic (node1) 	05/16/2025 	_x86_64_	(64 CPU)

07:57:10 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:57:11 PM     0   2216212    0.00    0.00    0.00    0.00    0.00    32  python
07:57:12 PM     0   2216212    0.00    3.00    0.00    0.00    3.00    32  python
07:57:13 PM     0   2216212    0.00    0.00    0.00    0.00    0.00    32  python
07:57:14 PM     0   2216212    0.00    1.00    0.00    0.00    1.00    32  python
07:57:15 PM     0   2216212    1.00    0.00    0.00    0.00    1.00    32  python
07:57:16 PM     0   2216212   35.00    4.00    0.00    0.00   39.00    32  python
07:57:17 PM     0   2216212   67.00   34.00    0.00    0.00  101.00    32  python
07:57:18 PM     0   2216212   66.00   34.00    0.00    0.00  100.00    32  python
07:57:19 PM     0   2216212   56.00   44.00    0.00    0.00  100.00    32  python
07:57:20 PM     0   2216212   88.00   13.00    0.00    0.00  101.00    32  python
07:57:21 PM     0   2216212  100.00    1.00    0.00    0.00  101.00    32  python
07:57:22 PM     0   2216212  100.00    0.00    0.00    0.00  100.00    32  python
07:57:23 PM     0   2216212   96.00    4.00    0.00    0.00  100.00    32  python
