Linux 5.15.0-119-generic (node1) 	05/16/2025 	_x86_64_	(64 CPU)

07:56:52 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:56:53 PM     0   2215554    1.00    1.00    0.00    0.00    2.00    61  python
07:56:54 PM     0   2215554    0.00    0.00    0.00    0.00    0.00    61  python
07:56:55 PM     0   2215554    1.00    0.00    0.00    0.00    1.00    55  python
07:56:56 PM     0   2215554    1.00    0.00    0.00    0.00    1.00    61  python
07:56:57 PM     0   2215554   66.00   28.00    0.00    0.00   94.00    61  python
07:56:58 PM     0   2215554   80.00   20.00    0.00    0.00  100.00    61  python
07:56:59 PM     0   2215554   65.00   36.00    0.00    0.00  101.00    61  python
07:57:00 PM     0   2215554   60.00   41.00    0.00    0.00  101.00    61  python
07:57:01 PM     0   2215554   98.00    7.00    0.00    0.00  105.00    61  python
07:57:02 PM     0   2215554  100.00    0.00    0.00    0.00  100.00    61  python
07:57:03 PM     0   2215554  100.00    0.00    0.00    0.00  100.00    61  python
07:57:04 PM     0   2215554   90.00   11.00    0.00    0.00  101.00    61  python
