id,time
1,43.584582
2,43.739548
3,43.795275
4,43.839566
5,43.88372
6,43.932874
7,43.954519
8,43.974768
9,43.967441
10,43.97555
11,43.971365

14,44.070427
15,44.123715
16,44.097402
17,44.074623
18,44.133951
19,44.108662
20,44.121565
21,44.123701
22,44.108379
23,44.152816
24,44.114622
