id,time
1,43.686806
2,43.69956
3,43.763224
4,43.804973
5,43.865651
6,43.890381
7,43.919258

11,44.059544
12,44.073697
13,44.056265
14,44.0098
15,44.061654
16,44.066946
17,44.089517
