Linux 5.15.0-119-generic (node1) 	05/07/2025 	_x86_64_	(64 CPU)

01:32:13 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:32:14 PM     0   1339873  84007.00      0.00 33189652 6224296   2.36  python
01:32:15 PM     0   1339873  73254.00      0.00 28526332 1159396   0.44  python
01:32:16 PM     0   1339873 173751.00      0.00 30696844 1297488   0.49  python
01:32:17 PM     0   1339873   7566.00      0.00 31589016 1330816   0.50  python
01:32:18 PM     0   1339873     49.00      0.00 31589016 1330832   0.50  python
01:32:19 PM     0   1339873    324.00      0.00 31589016 1330836   0.50  python
01:32:20 PM     0   1339873    586.00      0.00 31589016 1330836   0.50  python
01:32:21 PM     0   1339873    769.00      0.00 31589016 1330836   0.50  python
01:32:22 PM     0   1339873    203.00      0.00 31589016 1330844   0.50  python
01:32:23 PM     0   1339873    703.00      0.00 31589016 1330856   0.50  python
01:32:24 PM     0   1339873     23.00      0.00 31589016 1330856   0.50  python
01:32:25 PM     0   1339873    790.00      0.00 31589016 1330860   0.50  python
01:32:26 PM     0   1339873  79691.00      0.00 31585268 1339532   0.51  python
