Linux 5.15.0-119-generic (node1) 	05/16/2025 	_x86_64_	(64 CPU)

07:57:40 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:57:41 PM     0   2217227   70.00   30.00    0.00    0.00  100.00    63  python
07:57:42 PM     0   2217227   74.00   25.00    0.00    0.00   99.00    63  python
07:57:43 PM     0   2217227   56.00   44.00    0.00    0.00  100.00    63  python
07:57:44 PM     0   2217227   75.00   25.00    0.00    0.00  100.00    63  python
07:57:45 PM     0   2217227  100.00    0.00    0.00    0.00  100.00    63  python
07:57:46 PM     0   2217227  100.00    0.00    0.00    0.00  100.00    63  python
07:57:47 PM     0   2217227   99.00    0.00    0.00    0.00   99.00    63  python
