Linux 5.15.0-119-generic (node1) 	05/07/2025 	_x86_64_	(64 CPU)

01:31:16 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:31:17 PM     0   1338028  82942.00      0.00 33124132 6088920   2.31  python
01:31:18 PM     0   1338028  74183.00      0.00 28493580 1087580   0.41  python
01:31:19 PM     0   1338028 174852.00      0.00 30762380 1297312   0.49  python
01:31:20 PM     0   1338028   7599.00      0.00 31589016 1330568   0.50  python
01:31:21 PM     0   1338028     11.00      0.00 31589016 1330604   0.50  python
01:31:22 PM     0   1338028    346.00      0.00 31589016 1330612   0.50  python
01:31:23 PM     0   1338028    523.00      0.00 31589016 1330612   0.50  python
01:31:24 PM     0   1338028    781.00      0.00 31589016 1330620   0.50  python
01:31:25 PM     0   1338028    203.00      0.00 31589016 1330628   0.50  python
01:31:26 PM     0   1338028    767.00      0.00 31589016 1330644   0.50  python
01:31:27 PM     0   1338028     29.00      0.00 31589016 1330644   0.50  python
01:31:28 PM     0   1338028    793.00      0.00 31589016 1330644   0.50  python
01:31:29 PM     0   1338028  84423.00      0.00 31553788 1329160   0.50  python
